"filename", "language", "C++", "CMake", "JSON", "HTML", "Markdown", "YAML", "Dart", "Swift", "XML", "Java Properties", "Gradle", "Kotlin", "comment", "blank", "total"
"c:\Users\Alejandro\Desktop\App - Distrito 7\distrito7_mobile\android\build.gradle", "Gradle", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 26, 0, 0, 5, 31
"c:\Users\Alejandro\Desktop\App - Distrito 7\distrito7_mobile\android\gradle.properties", "Java Properties", 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 1, 4
"c:\Users\Alejandro\Desktop\App - Distrito 7\distrito7_mobile\android\gradle\wrapper\gradle-wrapper.properties", "Java Properties", 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 1, 6
"c:\Users\Alejandro\Desktop\App - Distrito 7\distrito7_mobile\android\settings.gradle", "Gradle", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 24, 0, 0, 6, 30
"c:\Users\Alejandro\Desktop\App - Distrito 7\distrito7_mobile\ios\RunnerTests\RunnerTests.swift", "Swift", 0, 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 0, 2, 4, 13
"c:\Users\Alejandro\Desktop\App - Distrito 7\distrito7_mobile\ios\Runner\AppDelegate.swift", "Swift", 0, 0, 0, 0, 0, 0, 0, 12, 0, 0, 0, 0, 0, 2, 14
"c:\Users\Alejandro\Desktop\App - Distrito 7\distrito7_mobile\ios\Runner\Assets.xcassets\AppIcon.appiconset\Contents.json", "JSON", 0, 0, 122, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 123
"c:\Users\Alejandro\Desktop\App - Distrito 7\distrito7_mobile\ios\Runner\Assets.xcassets\LaunchImage.imageset\Contents.json", "JSON", 0, 0, 23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 24
"c:\Users\Alejandro\Desktop\App - Distrito 7\distrito7_mobile\ios\Runner\Assets.xcassets\LaunchImage.imageset\README.md", "Markdown", 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 2, 5
"c:\Users\Alejandro\Desktop\App - Distrito 7\distrito7_mobile\ios\Runner\Base.lproj\LaunchScreen.storyboard", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 36, 0, 0, 0, 1, 1, 38
"c:\Users\Alejandro\Desktop\App - Distrito 7\distrito7_mobile\ios\Runner\Base.lproj\Main.storyboard", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 25, 0, 0, 0, 1, 1, 27
"c:\Users\Alejandro\Desktop\App - Distrito 7\distrito7_mobile\ios\Runner\Runner-Bridging-Header.h", "C++", 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2
"c:\Users\Alejandro\Desktop\App - Distrito 7\distrito7_mobile\lib\blocs\bloc.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"c:\Users\Alejandro\Desktop\App - Distrito 7\distrito7_mobile\lib\blocs\infoMarker\info_marker_bloc.dart", "Dart", 0, 0, 0, 0, 0, 0, 15, 0, 0, 0, 0, 0, 0, 4, 19
"c:\Users\Alejandro\Desktop\App - Distrito 7\distrito7_mobile\lib\blocs\infoMarker\info_marker_event.dart", "Dart", 0, 0, 0, 0, 0, 0, 14, 0, 0, 0, 0, 0, 0, 5, 19
"c:\Users\Alejandro\Desktop\App - Distrito 7\distrito7_mobile\lib\blocs\infoMarker\info_marker_state.dart", "Dart", 0, 0, 0, 0, 0, 0, 12, 0, 0, 0, 0, 0, 0, 5, 17
"c:\Users\Alejandro\Desktop\App - Distrito 7\distrito7_mobile\lib\blocs\institution\helpers.dart", "Dart", 0, 0, 0, 0, 0, 0, 158, 0, 0, 0, 0, 0, 1, 6, 165
"c:\Users\Alejandro\Desktop\App - Distrito 7\distrito7_mobile\lib\blocs\institution\institution_bloc.dart", "Dart", 0, 0, 0, 0, 0, 0, 56, 0, 0, 0, 0, 0, 4, 7, 67
"c:\Users\Alejandro\Desktop\App - Distrito 7\distrito7_mobile\lib\blocs\institution\institution_event.dart", "Dart", 0, 0, 0, 0, 0, 0, 18, 0, 0, 0, 0, 0, 0, 5, 23
"c:\Users\Alejandro\Desktop\App - Distrito 7\distrito7_mobile\lib\blocs\institution\institution_state.dart", "Dart", 0, 0, 0, 0, 0, 0, 102, 0, 0, 0, 0, 0, 25, 16, 143
"c:\Users\Alejandro\Desktop\App - Distrito 7\distrito7_mobile\lib\blocs\location\location_bloc.dart", "Dart", 0, 0, 0, 0, 0, 0, 40, 0, 0, 0, 0, 0, 0, 10, 50
"c:\Users\Alejandro\Desktop\App - Distrito 7\distrito7_mobile\lib\blocs\location\location_event.dart", "Dart", 0, 0, 0, 0, 0, 0, 16, 0, 0, 0, 0, 0, 0, 6, 22
"c:\Users\Alejandro\Desktop\App - Distrito 7\distrito7_mobile\lib\blocs\location\location_state.dart", "Dart", 0, 0, 0, 0, 0, 0, 22, 0, 0, 0, 0, 0, 2, 6, 30
"c:\Users\Alejandro\Desktop\App - Distrito 7\distrito7_mobile\lib\blocs\map\helpers\map-helper.dart", "Dart", 0, 0, 0, 0, 0, 0, 93, 0, 0, 0, 0, 0, 2, 9, 104
"c:\Users\Alejandro\Desktop\App - Distrito 7\distrito7_mobile\lib\blocs\map\helpers\mapGoogle-helper.dart", "Dart", 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 4, 9
"c:\Users\Alejandro\Desktop\App - Distrito 7\distrito7_mobile\lib\blocs\map\map_bloc.dart", "Dart", 0, 0, 0, 0, 0, 0, 249, 0, 0, 0, 0, 0, 23, 30, 302
"c:\Users\Alejandro\Desktop\App - Distrito 7\distrito7_mobile\lib\blocs\map\map_event.dart", "Dart", 0, 0, 0, 0, 0, 0, 48, 0, 0, 0, 0, 0, 3, 16, 67
"c:\Users\Alejandro\Desktop\App - Distrito 7\distrito7_mobile\lib\blocs\map\map_state.dart", "Dart", 0, 0, 0, 0, 0, 0, 74, 0, 0, 0, 0, 0, 9, 11, 94
"c:\Users\Alejandro\Desktop\App - Distrito 7\distrito7_mobile\lib\blocs\permissions\helpers.dart", "Dart", 0, 0, 0, 0, 0, 0, 42, 0, 0, 0, 0, 0, 1, 9, 52
"c:\Users\Alejandro\Desktop\App - Distrito 7\distrito7_mobile\lib\blocs\permissions\permissions_bloc.dart", "Dart", 0, 0, 0, 0, 0, 0, 77, 0, 0, 0, 0, 0, 1, 13, 91
"c:\Users\Alejandro\Desktop\App - Distrito 7\distrito7_mobile\lib\blocs\permissions\permissions_event.dart", "Dart", 0, 0, 0, 0, 0, 0, 20, 0, 0, 0, 0, 0, 0, 5, 25
"c:\Users\Alejandro\Desktop\App - Distrito 7\distrito7_mobile\lib\blocs\permissions\permissions_state.dart", "Dart", 0, 0, 0, 0, 0, 0, 30, 0, 0, 0, 0, 0, 3, 8, 41
"c:\Users\Alejandro\Desktop\App - Distrito 7\distrito7_mobile\lib\config\routes\app_routes.dart", "Dart", 0, 0, 0, 0, 0, 0, 22, 0, 0, 0, 0, 0, 4, 2, 28
"c:\Users\Alejandro\Desktop\App - Distrito 7\distrito7_mobile\lib\data\auxData.dart", "Dart", 0, 0, 0, 0, 0, 0, 30, 0, 0, 0, 0, 0, 1, 3, 34
"c:\Users\Alejandro\Desktop\App - Distrito 7\distrito7_mobile\lib\data\categories-data.dart", "Dart", 0, 0, 0, 0, 0, 0, 65, 0, 0, 0, 0, 0, 0, 4, 69
"c:\Users\Alejandro\Desktop\App - Distrito 7\distrito7_mobile\lib\data\categories.dart", "Dart", 0, 0, 0, 0, 0, 0, 13, 0, 0, 0, 0, 0, 0, 3, 16
"c:\Users\Alejandro\Desktop\App - Distrito 7\distrito7_mobile\lib\data\mapTheme.dart", "Dart", 0, 0, 0, 0, 0, 0, 167, 0, 0, 0, 0, 0, 0, 1, 168
"c:\Users\Alejandro\Desktop\App - Distrito 7\distrito7_mobile\lib\data\markers-data.dart", "Dart", 0, 0, 0, 0, 0, 0, 234, 0, 0, 0, 0, 0, 24, 8, 266
"c:\Users\Alejandro\Desktop\App - Distrito 7\distrito7_mobile\lib\data\nrEmergencia.dart", "Dart", 0, 0, 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 2, 12
"c:\Users\Alejandro\Desktop\App - Distrito 7\distrito7_mobile\lib\data\nrEmergencias-data.dart", "Dart", 0, 0, 0, 0, 0, 0, 43, 0, 0, 0, 0, 0, 0, 2, 45
"c:\Users\Alejandro\Desktop\App - Distrito 7\distrito7_mobile\lib\data\objetoAuxData.dart", "Dart", 0, 0, 0, 0, 0, 0, 317, 0, 0, 0, 0, 0, 2, 19, 338
"c:\Users\Alejandro\Desktop\App - Distrito 7\distrito7_mobile\lib\data\polygones-data.dart", "Dart", 0, 0, 0, 0, 0, 0, 89, 0, 0, 0, 0, 0, 2, 3, 94
"c:\Users\Alejandro\Desktop\App - Distrito 7\distrito7_mobile\lib\data\unidad-educativa.dart", "Dart", 0, 0, 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 2, 12
"c:\Users\Alejandro\Desktop\App - Distrito 7\distrito7_mobile\lib\features\home\presentation\screen\categories-screen.dart", "Dart", 0, 0, 0, 0, 0, 0, 58, 0, 0, 0, 0, 0, 2, 6, 66
"c:\Users\Alejandro\Desktop\App - Distrito 7\distrito7_mobile\lib\features\home\presentation\screen\emergencyNumber-screen.dart", "Dart", 0, 0, 0, 0, 0, 0, 167, 0, 0, 0, 0, 0, 0, 6, 173
"c:\Users\Alejandro\Desktop\App - Distrito 7\distrito7_mobile\lib\features\home\presentation\screen\welcome-screen.dart", "Dart", 0, 0, 0, 0, 0, 0, 25, 0, 0, 0, 0, 0, 2, 3, 30
"c:\Users\Alejandro\Desktop\App - Distrito 7\distrito7_mobile\lib\features\home\presentation\widget\ButtonAccess.dart", "Dart", 0, 0, 0, 0, 0, 0, 49, 0, 0, 0, 0, 0, 0, 4, 53
"c:\Users\Alejandro\Desktop\App - Distrito 7\distrito7_mobile\lib\features\home\presentation\widget\ContainerOptionsPermissions.dart", "Dart", 0, 0, 0, 0, 0, 0, 62, 0, 0, 0, 0, 0, 0, 3, 65
"c:\Users\Alejandro\Desktop\App - Distrito 7\distrito7_mobile\lib\features\home\presentation\widget\CustomButton.dart", "Dart", 0, 0, 0, 0, 0, 0, 41, 0, 0, 0, 0, 0, 1, 5, 47
"c:\Users\Alejandro\Desktop\App - Distrito 7\distrito7_mobile\lib\features\home\presentation\widget\ItemCategory.dart", "Dart", 0, 0, 0, 0, 0, 0, 76, 0, 0, 0, 0, 0, 1, 6, 83
"c:\Users\Alejandro\Desktop\App - Distrito 7\distrito7_mobile\lib\features\home\presentation\widget\TitleCategories.dart", "Dart", 0, 0, 0, 0, 0, 0, 34, 0, 0, 0, 0, 0, 1, 3, 38
"c:\Users\Alejandro\Desktop\App - Distrito 7\distrito7_mobile\lib\features\home\presentation\widget\widget.dart", "Dart", 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 1, 6
"c:\Users\Alejandro\Desktop\App - Distrito 7\distrito7_mobile\lib\features\institution\infrastructure\mappers\optionsAditional.dart", "Dart", 0, 0, 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 3, 11
"c:\Users\Alejandro\Desktop\App - Distrito 7\distrito7_mobile\lib\features\institution\institutionDetails\screens\history-screen.dart", "Dart", 0, 0, 0, 0, 0, 0, 81, 0, 0, 0, 0, 0, 0, 4, 85
"c:\Users\Alejandro\Desktop\App - Distrito 7\distrito7_mobile\lib\features\institution\institutionDetails\screens\instittutionScreen.dart", "Dart", 0, 0, 0, 0, 0, 0, 46, 0, 0, 0, 0, 0, 4, 5, 55
"c:\Users\Alejandro\Desktop\App - Distrito 7\distrito7_mobile\lib\features\institution\institutionDetails\widgets\commonInstitution.dart", "Dart", 0, 0, 0, 0, 0, 0, 63, 0, 0, 0, 0, 0, 5, 4, 72
"c:\Users\Alejandro\Desktop\App - Distrito 7\distrito7_mobile\lib\features\institution\institutionDetails\widgets\containerShading.dart", "Dart", 0, 0, 0, 0, 0, 0, 33, 0, 0, 0, 0, 0, 0, 3, 36
"c:\Users\Alejandro\Desktop\App - Distrito 7\distrito7_mobile\lib\features\institution\institutionDetails\widgets\dataBaseInfo.dart", "Dart", 0, 0, 0, 0, 0, 0, 60, 0, 0, 0, 0, 0, 0, 4, 64
"c:\Users\Alejandro\Desktop\App - Distrito 7\distrito7_mobile\lib\features\institution\institutionDetails\widgets\institutionInformation.dart", "Dart", 0, 0, 0, 0, 0, 0, 50, 0, 0, 0, 0, 0, 0, 7, 57
"c:\Users\Alejandro\Desktop\App - Distrito 7\distrito7_mobile\lib\features\institution\institutionDetails\widgets\managementInfo.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"c:\Users\Alejandro\Desktop\App - Distrito 7\distrito7_mobile\lib\features\institution\institutionDetails\widgets\optionsScreen.dart", "Dart", 0, 0, 0, 0, 0, 0, 73, 0, 0, 0, 0, 0, 9, 7, 89
"c:\Users\Alejandro\Desktop\App - Distrito 7\distrito7_mobile\lib\features\institution\institutionDetails\widgets\publicServices.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"c:\Users\Alejandro\Desktop\App - Distrito 7\distrito7_mobile\lib\features\institution\institutionDetails\widgets\selection-marker-view.dart", "Dart", 0, 0, 0, 0, 0, 0, 58, 0, 0, 0, 0, 0, 6, 5, 69
"c:\Users\Alejandro\Desktop\App - Distrito 7\distrito7_mobile\lib\features\institution\institutionDetails\widgets\specialInstitution.dart", "Dart", 0, 0, 0, 0, 0, 0, 146, 0, 0, 0, 0, 0, 165, 18, 329
"c:\Users\Alejandro\Desktop\App - Distrito 7\distrito7_mobile\lib\features\institution\institutionDetails\widgets\titleBase.dart", "Dart", 0, 0, 0, 0, 0, 0, 34, 0, 0, 0, 0, 0, 0, 3, 37
"c:\Users\Alejandro\Desktop\App - Distrito 7\distrito7_mobile\lib\features\map\infrastructure\mappers\optionTerrainMap.dart", "Dart", 0, 0, 0, 0, 0, 0, 13, 0, 0, 0, 0, 0, 0, 3, 16
"c:\Users\Alejandro\Desktop\App - Distrito 7\distrito7_mobile\lib\features\map\presentation\screen\infoWindow-screen.dart", "Dart", 0, 0, 0, 0, 0, 0, 41, 0, 0, 0, 0, 0, 0, 4, 45
"c:\Users\Alejandro\Desktop\App - Distrito 7\distrito7_mobile\lib\features\map\presentation\screen\map-sceen.dart", "Dart", 0, 0, 0, 0, 0, 0, 76, 0, 0, 0, 0, 0, 6, 7, 89
"c:\Users\Alejandro\Desktop\App - Distrito 7\distrito7_mobile\lib\features\map\presentation\screen\map-view.dart", "Dart", 0, 0, 0, 0, 0, 0, 62, 0, 0, 0, 0, 0, 7, 6, 75
"c:\Users\Alejandro\Desktop\App - Distrito 7\distrito7_mobile\lib\features\map\presentation\widget\OptionsMap.dart", "Dart", 0, 0, 0, 0, 0, 0, 96, 0, 0, 0, 0, 0, 9, 4, 109
"c:\Users\Alejandro\Desktop\App - Distrito 7\distrito7_mobile\lib\features\map\presentation\widget\body-window.dart", "Dart", 0, 0, 0, 0, 0, 0, 141, 0, 0, 0, 0, 0, 2, 7, 150
"c:\Users\Alejandro\Desktop\App - Distrito 7\distrito7_mobile\lib\features\map\presentation\widget\containerSearch.dart", "Dart", 0, 0, 0, 0, 0, 0, 53, 0, 0, 0, 0, 0, 0, 4, 57
"c:\Users\Alejandro\Desktop\App - Distrito 7\distrito7_mobile\lib\features\map\presentation\widget\footer-primary.dart", "Dart", 0, 0, 0, 0, 0, 0, 73, 0, 0, 0, 0, 0, 1, 6, 80
"c:\Users\Alejandro\Desktop\App - Distrito 7\distrito7_mobile\lib\features\map\presentation\widget\header-primary.dart", "Dart", 0, 0, 0, 0, 0, 0, 39, 0, 0, 0, 0, 0, 0, 4, 43
"c:\Users\Alejandro\Desktop\App - Distrito 7\distrito7_mobile\lib\features\map\presentation\widget\header-secondary.dart", "Dart", 0, 0, 0, 0, 0, 0, 86, 0, 0, 0, 0, 0, 0, 5, 91
"c:\Users\Alejandro\Desktop\App - Distrito 7\distrito7_mobile\lib\features\map\presentation\widget\mapLoading.dart", "Dart", 0, 0, 0, 0, 0, 0, 20, 0, 0, 0, 0, 0, 0, 4, 24
"c:\Users\Alejandro\Desktop\App - Distrito 7\distrito7_mobile\lib\features\map\presentation\widget\optionsTerrainDif.dart", "Dart", 0, 0, 0, 0, 0, 0, 187, 0, 0, 0, 0, 0, 0, 13, 200
"c:\Users\Alejandro\Desktop\App - Distrito 7\distrito7_mobile\lib\features\map\presentation\widget\sectorAdministrativo.dart", "Dart", 0, 0, 0, 0, 0, 0, 153, 0, 0, 0, 0, 0, 3, 12, 168
"c:\Users\Alejandro\Desktop\App - Distrito 7\distrito7_mobile\lib\features\map\presentation\widget\widget.dart", "Dart", 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 1, 8
"c:\Users\Alejandro\Desktop\App - Distrito 7\distrito7_mobile\lib\features\search\search\search-screen.dart", "Dart", 0, 0, 0, 0, 0, 0, 120, 0, 0, 0, 0, 0, 1, 12, 133
"c:\Users\Alejandro\Desktop\App - Distrito 7\distrito7_mobile\lib\features\search\search\widgets\searchBar.dart", "Dart", 0, 0, 0, 0, 0, 0, 89, 0, 0, 0, 0, 0, 0, 6, 95
"c:\Users\Alejandro\Desktop\App - Distrito 7\distrito7_mobile\lib\features\search\search\widgets\searchResultElement.dart", "Dart", 0, 0, 0, 0, 0, 0, 94, 0, 0, 0, 0, 0, 0, 4, 98
"c:\Users\Alejandro\Desktop\App - Distrito 7\distrito7_mobile\lib\features\view\imageVR.dart", "Dart", 0, 0, 0, 0, 0, 0, 42, 0, 0, 0, 0, 0, 1, 6, 49
"c:\Users\Alejandro\Desktop\App - Distrito 7\distrito7_mobile\lib\features\view\videoVR.dart", "Dart", 0, 0, 0, 0, 0, 0, 53, 0, 0, 0, 0, 0, 21, 9, 83
"c:\Users\Alejandro\Desktop\App - Distrito 7\distrito7_mobile\lib\helper\fuctions.dart", "Dart", 0, 0, 0, 0, 0, 0, 34, 0, 0, 0, 0, 0, 0, 3, 37
"c:\Users\Alejandro\Desktop\App - Distrito 7\distrito7_mobile\lib\helper\marker-map.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 5, 16
"c:\Users\Alejandro\Desktop\App - Distrito 7\distrito7_mobile\lib\helper\markerSimple.dart", "Dart", 0, 0, 0, 0, 0, 0, 75, 0, 0, 0, 0, 0, 9, 8, 92
"c:\Users\Alejandro\Desktop\App - Distrito 7\distrito7_mobile\lib\helper\marketPainter.dart", "Dart", 0, 0, 0, 0, 0, 0, 85, 0, 0, 0, 0, 0, 15, 20, 120
"c:\Users\Alejandro\Desktop\App - Distrito 7\distrito7_mobile\lib\helper\marketPainterUpdate.dart", "Dart", 0, 0, 0, 0, 0, 0, 84, 0, 0, 0, 0, 0, 13, 20, 117
"c:\Users\Alejandro\Desktop\App - Distrito 7\distrito7_mobile\lib\helper\pruebaCustomPainter.dart", "Dart", 0, 0, 0, 0, 0, 0, 24, 0, 0, 0, 0, 0, 12, 6, 42
"c:\Users\Alejandro\Desktop\App - Distrito 7\distrito7_mobile\lib\helper\show_loading_message.dart", "Dart", 0, 0, 0, 0, 0, 0, 48, 0, 0, 0, 0, 0, 1, 4, 53
"c:\Users\Alejandro\Desktop\App - Distrito 7\distrito7_mobile\lib\helper\widgets_to_marker.dart", "Dart", 0, 0, 0, 0, 0, 0, 192, 0, 0, 0, 0, 0, 4, 11, 207
"c:\Users\Alejandro\Desktop\App - Distrito 7\distrito7_mobile\lib\main.dart", "Dart", 0, 0, 0, 0, 0, 0, 104, 0, 0, 0, 0, 0, 7, 6, 117
"c:\Users\Alejandro\Desktop\App - Distrito 7\distrito7_mobile\lib\shared\components\careListInstitution.dart", "Dart", 0, 0, 0, 0, 0, 0, 86, 0, 0, 0, 0, 0, 0, 8, 94
"c:\Users\Alejandro\Desktop\App - Distrito 7\distrito7_mobile\lib\shared\components\components.dart", "Dart", 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 1, 6
"c:\Users\Alejandro\Desktop\App - Distrito 7\distrito7_mobile\lib\shared\components\governmentVisitsList.dart", "Dart", 0, 0, 0, 0, 0, 0, 105, 0, 0, 0, 0, 0, 0, 7, 112
"c:\Users\Alejandro\Desktop\App - Distrito 7\distrito7_mobile\lib\shared\components\institutionTechnologyList.dart", "Dart", 0, 0, 0, 0, 0, 0, 164, 0, 0, 0, 0, 0, 0, 10, 174
"c:\Users\Alejandro\Desktop\App - Distrito 7\distrito7_mobile\lib\shared\components\itemInformationShift.dart", "Dart", 0, 0, 0, 0, 0, 0, 133, 0, 0, 0, 0, 0, 0, 4, 137
"c:\Users\Alejandro\Desktop\App - Distrito 7\distrito7_mobile\lib\shared\components\itemServicePublic.dart", "Dart", 0, 0, 0, 0, 0, 0, 56, 0, 0, 0, 0, 0, 1, 3, 60
"c:\Users\Alejandro\Desktop\App - Distrito 7\distrito7_mobile\lib\shared\widgets\DropDownInfoBloc.dart", "Dart", 0, 0, 0, 0, 0, 0, 132, 0, 0, 0, 0, 0, 0, 11, 143
"c:\Users\Alejandro\Desktop\App - Distrito 7\distrito7_mobile\lib\shared\widgets\additionalOptions.dart", "Dart", 0, 0, 0, 0, 0, 0, 172, 0, 0, 0, 0, 0, 142, 9, 323
"c:\Users\Alejandro\Desktop\App - Distrito 7\distrito7_mobile\lib\shared\widgets\buttonCloseScreen.dart", "Dart", 0, 0, 0, 0, 0, 0, 30, 0, 0, 0, 0, 0, 0, 3, 33
"c:\Users\Alejandro\Desktop\App - Distrito 7\distrito7_mobile\lib\shared\widgets\buttonGeoNB.dart", "Dart", 0, 0, 0, 0, 0, 0, 23, 0, 0, 0, 0, 0, 0, 2, 25
"c:\Users\Alejandro\Desktop\App - Distrito 7\distrito7_mobile\lib\shared\widgets\iconInformation.dart", "Dart", 0, 0, 0, 0, 0, 0, 50, 0, 0, 0, 0, 0, 5, 4, 59
"c:\Users\Alejandro\Desktop\App - Distrito 7\distrito7_mobile\lib\shared\widgets\imageDescription.dart", "Dart", 0, 0, 0, 0, 0, 0, 44, 0, 0, 0, 0, 0, 2, 5, 51
"c:\Users\Alejandro\Desktop\App - Distrito 7\distrito7_mobile\lib\shared\widgets\imageNetworkPersonalized.dart", "Dart", 0, 0, 0, 0, 0, 0, 36, 0, 0, 0, 0, 0, 1, 3, 40
"c:\Users\Alejandro\Desktop\App - Distrito 7\distrito7_mobile\lib\shared\widgets\imagesSwiper.dart", "Dart", 0, 0, 0, 0, 0, 0, 42, 0, 0, 0, 0, 0, 6, 5, 53
"c:\Users\Alejandro\Desktop\App - Distrito 7\distrito7_mobile\lib\shared\widgets\item-ExpansionTile.dart", "Dart", 0, 0, 0, 0, 0, 0, 53, 0, 0, 0, 0, 0, 2, 4, 59
"c:\Users\Alejandro\Desktop\App - Distrito 7\distrito7_mobile\linux\flutter\generated_plugin_registrant.cc", "C++", 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 5, 16
"c:\Users\Alejandro\Desktop\App - Distrito 7\distrito7_mobile\linux\flutter\generated_plugin_registrant.h", "C++", 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 6, 16
"c:\Users\Alejandro\Desktop\App - Distrito 7\distrito7_mobile\linux\flutter\generated_plugins.cmake", "CMake", 0, 19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 25
"c:\Users\Alejandro\Desktop\App - Distrito 7\distrito7_mobile\linux\main.cc", "C++", 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 7
"c:\Users\Alejandro\Desktop\App - Distrito 7\distrito7_mobile\linux\my_application.cc", "C++", 74, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 20, 105
"c:\Users\Alejandro\Desktop\App - Distrito 7\distrito7_mobile\linux\my_application.h", "C++", 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 5, 19
"c:\Users\Alejandro\Desktop\App - Distrito 7\distrito7_mobile\macos\Flutter\GeneratedPluginRegistrant.swift", "Swift", 0, 0, 0, 0, 0, 0, 0, 10, 0, 0, 0, 0, 3, 4, 17
"c:\Users\Alejandro\Desktop\App - Distrito 7\distrito7_mobile\macos\RunnerTests\RunnerTests.swift", "Swift", 0, 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 0, 2, 4, 13
"c:\Users\Alejandro\Desktop\App - Distrito 7\distrito7_mobile\macos\Runner\AppDelegate.swift", "Swift", 0, 0, 0, 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 2, 10
"c:\Users\Alejandro\Desktop\App - Distrito 7\distrito7_mobile\macos\Runner\Assets.xcassets\AppIcon.appiconset\Contents.json", "JSON", 0, 0, 68, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 69
